date,state,district,bio_age_5_17,bio_age_17_
2025-09-13,LAKSHADWEEP,LAKSHADWEEP,15,9
2025-09-13,MADHYA PRADESH,AGAR MALWA,28,56
2025-09-13,MADHYA PRADESH,ALIRAJPUR,193,216
2025-09-13,MADHYA PRADESH,ANUPPUR,132,131
2025-09-13,MADHYA PRADESH,ASHOK NAGAR,212,171
2025-09-13,MADHYA PRADESH,BALAGHAT,161,190
2025-09-13,MADHYA PRADESH,BARWANI,353,317
2025-09-13,MADHYA PRADESH,BETUL,271,374
2025-09-13,MADHYA PRADESH,BHIND,206,127
2025-09-13,MADHYA PRADESH,BHOPAL,432,438
2025-09-13,MADHYA PRADESH,BURHANPUR,138,203
2025-09-13,MADHYA PRADESH,CHHATARPUR,259,219
2025-09-13,MADHYA PRADESH,CHHINDWARA,290,351
2025-09-13,MADHYA PRADESH,DAMOH,202,214
2025-09-13,MADHYA PRADESH,DATIA,123,101
2025-09-13,MADHYA PRADESH,DEWAS,246,320
2025-09-13,MADHYA PRADESH,DHAR,340,292
2025-09-13,MADHYA PRADESH,DINDORI,77,69
2025-09-13,MADHYA PRADESH,EAST NIMAR,46,122
2025-09-13,MADHYA PRADESH,GUNA,288,304
2025-09-13,MADHYA PRADESH,GWALIOR,245,254
2025-09-13,MADHYA PRADESH,HARDA,52,88
2025-09-13,MADHYA PRADESH,HARDA *,8,34
2025-09-13,MADHYA PRADESH,HOSHANGABAD,196,248
2025-09-13,MADHYA PRADESH,INDORE,421,499
2025-09-13,MADHYA PRADESH,JABALPUR,438,411
2025-09-13,MADHYA PRADESH,JHABUA,313,272
2025-09-13,MADHYA PRADESH,KATNI,247,202
2025-09-13,MADHYA PRADESH,KHANDWA,121,107
2025-09-13,MADHYA PRADESH,KHARGONE,405,498
2025-09-13,MADHYA PRADESH,MAIHAR,4,13
2025-09-13,MADHYA PRADESH,MANDLA,112,115
2025-09-13,MADHYA PRADESH,MANDSAUR,174,197
2025-09-13,MADHYA PRADESH,MAUGANJ,1,17
2025-09-13,MADHYA PRADESH,MORENA,196,179
2025-09-13,MADHYA PRADESH,NARMADAPURAM,5,22
2025-09-13,MADHYA PRADESH,NARSIMHAPUR,17,42
2025-09-13,MADHYA PRADESH,NARSINGHPUR,138,111
2025-09-13,MADHYA PRADESH,NEEMUCH,173,86
2025-09-13,MADHYA PRADESH,NIWARI,3,5
2025-09-13,MADHYA PRADESH,PANDHURNA,1,5
2025-09-13,MADHYA PRADESH,PANNA,190,175
2025-09-13,MADHYA PRADESH,RAISEN,223,216
2025-09-13,MADHYA PRADESH,RAJGARH,220,342
2025-09-13,MADHYA PRADESH,RATLAM,213,260
2025-09-13,MADHYA PRADESH,REWA,480,358
2025-09-13,MADHYA PRADESH,SAGAR,407,332
2025-09-13,MADHYA PRADESH,SATNA,352,383
2025-09-13,MADHYA PRADESH,SEHORE,129,215
2025-09-13,MADHYA PRADESH,SEONI,162,170
2025-09-13,MADHYA PRADESH,SHAHDOL,193,249
2025-09-13,MADHYA PRADESH,SHAJAPUR,205,259
2025-09-13,MADHYA PRADESH,SHEOPUR,78,80
2025-09-13,MADHYA PRADESH,SHIVPURI,282,415
2025-09-13,MADHYA PRADESH,SIDHI,195,240
2025-09-13,MADHYA PRADESH,SINGRAULI,106,96
2025-09-13,MADHYA PRADESH,TIKAMGARH,166,220
2025-09-13,MADHYA PRADESH,UJJAIN,504,351
2025-09-13,MADHYA PRADESH,UMARIA,135,141
2025-09-13,MADHYA PRADESH,VIDISHA,319,237
2025-09-13,MADHYA PRADESH,WEST NIMAR,12,48
2025-09-13,MAHARASHTRA,AHMADNAGAR,3875,544
2025-09-13,MAHARASHTRA,AHMED NAGAR,64,22
2025-09-13,MAHARASHTRA,AKOLA,491,280
2025-09-13,MAHARASHTRA,AMRAVATI,1270,630
2025-09-13,MAHARASHTRA,AURANGABAD,1255,856
2025-09-13,MAHARASHTRA,BEED,2085,252
2025-09-13,MAHARASHTRA,BHANDARA,363,102
2025-09-13,MAHARASHTRA,BID,24,31
2025-09-13,MAHARASHTRA,BULDANA,58,139
2025-09-13,MAHARASHTRA,BULDHANA,1342,406
2025-09-13,MAHARASHTRA,CHANDRAPUR,647,277
2025-09-13,MAHARASHTRA,CHATRAPATI SAMBHAJI NAGAR,4,12
2025-09-13,MAHARASHTRA,CHHATRAPATI SAMBHAJINAGAR,4,16
2025-09-13,MAHARASHTRA,DHULE,632,250
2025-09-13,MAHARASHTRA,GADCHIROLI,271,250
2025-09-13,MAHARASHTRA,GONDIA,1,3
2025-09-13,MAHARASHTRA,GONDIYA,428,228
2025-09-13,MAHARASHTRA,GONDIYA *,5,9
2025-09-13,MAHARASHTRA,HINGOLI,488,242
2025-09-13,MAHARASHTRA,JALGAON,1877,937
2025-09-13,MAHARASHTRA,JALNA,780,343
2025-09-13,MAHARASHTRA,KOLHAPUR,2182,544
2025-09-13,MAHARASHTRA,LATUR,498,355
2025-09-13,MAHARASHTRA,MUMBAI,1075,1259
2025-09-13,MAHARASHTRA,MUMBAI CITY,305,59
2025-09-13,MAHARASHTRA,MUMBAI SUBURBAN,977,314
2025-09-13,MAHARASHTRA,MUMBAI( SUB URBAN ),9,28
2025-09-13,MAHARASHTRA,NAGPUR,1136,659
2025-09-13,MAHARASHTRA,NANDED,1520,694
2025-09-13,MAHARASHTRA,NANDURBAR,538,418
2025-09-13,MAHARASHTRA,NANDURBAR *,1,14
2025-09-13,MAHARASHTRA,NASHIK,2979,1099
2025-09-13,MAHARASHTRA,OSMANABAD,476,130
2025-09-13,MAHARASHTRA,PALGHAR,859,245
2025-09-13,MAHARASHTRA,PARBHANI,550,125
2025-09-13,MAHARASHTRA,PUNE,2287,854
2025-09-13,MAHARASHTRA,RAIGAD,40,60
2025-09-13,MAHARASHTRA,RAIGARH,1113,358
2025-09-13,MAHARASHTRA,RAIGARH(MH),1,6
2025-09-13,MAHARASHTRA,RATNAGIRI,1152,265
2025-09-13,MAHARASHTRA,SANGLI,698,202
2025-09-13,MAHARASHTRA,SATARA,1779,276
2025-09-13,MAHARASHTRA,SINDHUDURG,272,91
2025-09-13,MAHARASHTRA,SOLAPUR,1746,251
2025-09-13,MAHARASHTRA,THANE,2250,1777
2025-09-13,MAHARASHTRA,WARDHA,543,269
2025-09-13,MAHARASHTRA,WASHIM,623,144
2025-09-13,MAHARASHTRA,WASHIM *,1,0
2025-09-13,MAHARASHTRA,YAVATMAL,567,455
2025-09-13,MANIPUR,BISHNUPUR,11,2
2025-09-13,MANIPUR,CHANDEL,2,4
2025-09-13,MANIPUR,CHURACHANDPUR,6,3
2025-09-13,MANIPUR,IMPHAL EAST,17,19
2025-09-13,MANIPUR,IMPHAL WEST,39,37
2025-09-13,MANIPUR,JIRIBAM,0,1
2025-09-13,MANIPUR,KAKCHING,0,1
2025-09-13,MANIPUR,SENAPATI,56,5
2025-09-13,MANIPUR,TAMENGLONG,6,3
2025-09-13,MANIPUR,THOUBAL,42,49
2025-09-13,MANIPUR,UKHRUL,18,5
2025-09-13,MEGHALAYA,EAST JAINTIA HILLS,2,0
2025-09-13,MEGHALAYA,EAST KHASI HILLS,13,32
2025-09-13,MEGHALAYA,NORTH GARO HILLS,0,1
2025-09-13,MEGHALAYA,RI BHOI,8,2
2025-09-13,MEGHALAYA,SOUTH GARO HILLS,0,1
2025-09-13,MEGHALAYA,SOUTH WEST GARO HILLS,2,8
2025-09-13,MEGHALAYA,SOUTH WEST KHASI HILLS,0,2
2025-09-13,MEGHALAYA,WEST GARO HILLS,24,92
2025-09-13,MEGHALAYA,WEST JAINTIA HILLS,2,4
2025-09-13,MEGHALAYA,WEST KHASI HILLS,4,0
2025-09-13,MIZORAM,AIZAWL,107,21
2025-09-13,MIZORAM,CHAMPHAI,20,3
2025-09-13,MIZORAM,KHAWZAWL,1,0
2025-09-13,MIZORAM,KOLASIB,0,3
2025-09-13,MIZORAM,LAWNGTLAI,40,13
2025-09-13,MIZORAM,LUNGLEI,3,5
2025-09-13,MIZORAM,SAIHA,3,1
2025-09-13,MIZORAM,SERCHHIP,6,3
2025-09-13,NAGALAND,CHUMUKEDIMA,0,2
2025-09-13,NAGALAND,DIMAPUR,14,30
2025-09-13,NAGALAND,KIPHIRE,4,5
2025-09-13,NAGALAND,KOHIMA,12,15
2025-09-13,NAGALAND,LONGLENG,2,2
2025-09-13,NAGALAND,MOKOKCHUNG,5,43
2025-09-13,NAGALAND,MON,11,25
2025-09-13,NAGALAND,PEREN,4,4
2025-09-13,NAGALAND,PHEK,2,2
2025-09-13,NAGALAND,TUENSANG,8,7
2025-09-13,NAGALAND,WOKHA,2,5
2025-09-13,NAGALAND,ZUNHEBOTO,1,3
2025-09-13,ODISHA,ANGUL,156,128
2025-09-13,ODISHA,ANUGUL,1,13
2025-09-13,ODISHA,BALANGIR,159,149
2025-09-13,ODISHA,BALESHWAR,14,90
2025-09-13,ODISHA,BALESWAR,271,150
2025-09-13,ODISHA,BARGARH,179,98
2025-09-13,ODISHA,BAUDH,1,11
2025-09-13,ODISHA,BHADRAK,306,143
2025-09-13,ODISHA,BOUDH,69,38
2025-09-13,ODISHA,CUTTACK,267,236
2025-09-13,ODISHA,DEBAGARH,20,20
2025-09-13,ODISHA,DHENKANAL,146,164
2025-09-13,ODISHA,GAJAPATI,137,70
2025-09-13,ODISHA,GANJAM,284,204
2025-09-13,ODISHA,JAGATSINGHAPUR,144,79
2025-09-13,ODISHA,JAGATSINGHPUR,19,77
2025-09-13,ODISHA,JAJAPUR,102,160
2025-09-13,ODISHA,JAJPUR,118,74
2025-09-13,ODISHA,JHARSUGUDA,55,53
2025-09-13,ODISHA,KALAHANDI,215,169
2025-09-13,ODISHA,KANDHAMAL,43,57
2025-09-13,ODISHA,KENDRAPARA,165,153
2025-09-13,ODISHA,KENDUJHAR,166,172
2025-09-13,ODISHA,KHORDA,139,114
2025-09-13,ODISHA,KHORDHA,3,52
2025-09-13,ODISHA,KORAPUT,217,223
2025-09-13,ODISHA,MALKANGIRI,83,74
2025-09-13,ODISHA,MAYURBHANJ,197,266
2025-09-13,ODISHA,NABARANGAPUR,136,139
2025-09-13,ODISHA,NAYAGARH,93,71
2025-09-13,ODISHA,NUAPADA,148,101
2025-09-13,ODISHA,PURI,140,153
2025-09-13,ODISHA,RAYAGADA,115,95
2025-09-13,ODISHA,SAMBALPUR,78,69
2025-09-13,ODISHA,SONAPUR,58,31
2025-09-13,ODISHA,SUBARNAPUR,7,10
2025-09-13,ODISHA,SUNDARGARH,8,56
2025-09-13,ODISHA,SUNDERGARH,143,125
2025-09-13,ORISSA,ANUGUL,1,2
2025-09-13,ORISSA,BALANGIR,8,36
2025-09-13,ORISSA,BALESHWAR,7,20
2025-09-13,ORISSA,BARGARH,0,5
2025-09-13,ORISSA,BHADRAK,11,25
2025-09-13,ORISSA,CUTTACK,6,28
2025-09-13,ORISSA,DHENKANAL,1,10
2025-09-13,ORISSA,GAJAPATI,0,2
2025-09-13,ORISSA,GANJAM,6,20
2025-09-13,ORISSA,JAGATSINGHAPUR,0,7
2025-09-13,ORISSA,JAJAPUR,0,3
2025-09-13,ORISSA,KANDHAMAL,0,1
2025-09-13,ORISSA,KENDRAPARA,0,1
2025-09-13,ORISSA,KENDUJHAR,0,1
2025-09-13,ORISSA,KHORDHA,8,49
2025-09-13,ORISSA,KORAPUT,2,8
2025-09-13,ORISSA,MALKANGIRI,2,3
2025-09-13,ORISSA,MAYURBHANJ,0,2
2025-09-13,ORISSA,NAYAGARH,5,1
2025-09-13,ORISSA,PURI,9,12
2025-09-13,ORISSA,RAYAGADA,0,6
2025-09-13,ORISSA,SAMBALPUR,1,0
2025-09-13,ORISSA,SONAPUR,0,3
2025-09-13,ORISSA,SUNDARGARH,1,9
2025-09-13,PONDICHERRY,KARAIKAL,9,28
2025-09-13,PONDICHERRY,PONDICHERRY,73,160
2025-09-13,PONDICHERRY,YANAM,1,0
2025-09-13,PUDUCHERRY,KARAIKAL,117,57
2025-09-13,PUDUCHERRY,PONDICHERRY,0,3
2025-09-13,PUDUCHERRY,PUDUCHERRY,374,69
2025-09-13,PUDUCHERRY,YANAM,2,3
2025-09-13,PUNJAB,AMRITSAR,315,430
2025-09-13,PUNJAB,BARNALA,70,71
2025-09-13,PUNJAB,BATHINDA,159,320
2025-09-13,PUNJAB,FARIDKOT,66,64
2025-09-13,PUNJAB,FATEHGARH SAHIB,48,91
2025-09-13,PUNJAB,FAZILKA,110,109
2025-09-13,PUNJAB,FEROZEPUR,102,127
2025-09-13,PUNJAB,FIROZPUR,14,40
2025-09-13,PUNJAB,GURDASPUR,224,396
2025-09-13,PUNJAB,HOSHIARPUR,149,221
2025-09-13,PUNJAB,JALANDHAR,240,336
2025-09-13,PUNJAB,KAPURTHALA,42,105
2025-09-13,PUNJAB,LUDHIANA,376,434
2025-09-13,PUNJAB,MALERKOTLA,20,33
2025-09-13,PUNJAB,MANSA,71,213
2025-09-13,PUNJAB,MOGA,68,145
2025-09-13,PUNJAB,MUKTSAR,2,48
2025-09-13,PUNJAB,NAWANSHAHR,4,38
2025-09-13,PUNJAB,PATHANKOT,81,68
2025-09-13,PUNJAB,PATIALA,193,255
2025-09-13,PUNJAB,RUPNAGAR,95,106
2025-09-13,PUNJAB,S.A.S NAGAR(MOHALI),2,18
2025-09-13,PUNJAB,SANGRUR,144,208
2025-09-13,PUNJAB,SAS NAGAR (MOHALI),154,113
2025-09-13,PUNJAB,SHAHEED BHAGAT SINGH NAGAR,68,63
2025-09-13,PUNJAB,SRI MUKTSAR SAHIB,85,103
2025-09-13,PUNJAB,TARN TARAN,125,230
2025-09-13,RAJASTHAN,AJMER,1341,320
2025-09-13,RAJASTHAN,ALWAR,1242,327
2025-09-13,RAJASTHAN,BANSWARA,1163,207
2025-09-13,RAJASTHAN,BARAN,555,183
2025-09-13,RAJASTHAN,BARMER,2063,425
2025-09-13,RAJASTHAN,BHARATPUR,919,287
2025-09-13,RAJASTHAN,BHILWARA,849,240
2025-09-13,RAJASTHAN,BIKANER,763,329
2025-09-13,RAJASTHAN,BUNDI,374,177
2025-09-13,RAJASTHAN,CHITTAURGARH,10,17
2025-09-13,RAJASTHAN,CHITTORGARH,426,166
2025-09-13,RAJASTHAN,CHURU,888,240
2025-09-13,RAJASTHAN,DAUSA,628,210
2025-09-13,RAJASTHAN,DHAULPUR,2,3
2025-09-13,RAJASTHAN,DHOLPUR,711,117
2025-09-13,RAJASTHAN,DUNGARPUR,990,156
2025-09-13,RAJASTHAN,GANGANAGAR,480,162
2025-09-13,RAJASTHAN,HANUMANGARH,398,189
2025-09-13,RAJASTHAN,JAIPUR,1676,945
2025-09-13,RAJASTHAN,JAISALMER,355,87
2025-09-13,RAJASTHAN,JALOR,984,225
2025-09-13,RAJASTHAN,JHALAWAR,1392,175
2025-09-13,RAJASTHAN,JHUNJHUNU,10,11
2025-09-13,RAJASTHAN,JHUNJHUNUN,590,278
2025-09-13,RAJASTHAN,JODHPUR,1719,577
2025-09-13,RAJASTHAN,KARAULI,770,171
2025-09-13,RAJASTHAN,KOTA,430,187
2025-09-13,RAJASTHAN,NAGAUR,1350,516
2025-09-13,RAJASTHAN,PALI,867,443
2025-09-13,RAJASTHAN,PRATAPGARH,420,148
2025-09-13,RAJASTHAN,RAJSAMAND,537,130
2025-09-13,RAJASTHAN,SAWAI MADHOPUR,568,260
2025-09-13,RAJASTHAN,SIKAR,702,373
2025-09-13,RAJASTHAN,SIROHI,659,189
2025-09-13,RAJASTHAN,TONK,619,117
2025-09-13,RAJASTHAN,UDAIPUR,1158,292
2025-09-13,SIKKIM,EAST,19,15
2025-09-13,SIKKIM,EAST SIKKIM,24,4
2025-09-13,SIKKIM,NAMCHI,0,1
2025-09-13,SIKKIM,NORTH,1,1
2025-09-13,SIKKIM,NORTH SIKKIM,1,0
2025-09-13,SIKKIM,SOUTH,4,2
2025-09-13,SIKKIM,SOUTH SIKKIM,5,3
2025-09-13,SIKKIM,WEST,4,7
2025-09-13,SIKKIM,WEST SIKKIM,9,3
2025-09-13,TAMIL NADU,ARIYALUR,106,109
2025-09-13,TAMIL NADU,CHENGALPATTU,34,17
2025-09-13,TAMIL NADU,CHENNAI,611,389
2025-09-13,TAMIL NADU,COIMBATORE,336,429
2025-09-13,TAMIL NADU,CUDDALORE,346,230
2025-09-13,TAMIL NADU,DHARMAPURI,295,111
2025-09-13,TAMIL NADU,DINDIGUL,332,525
2025-09-13,TAMIL NADU,ERODE,350,313
2025-09-13,TAMIL NADU,KALLAKURICHI,10,7
2025-09-13,TAMIL NADU,KANCHEEPURAM,592,373
2025-09-13,TAMIL NADU,KANNIYAKUMARI,197,115
2025-09-13,TAMIL NADU,KANYAKUMARI,170,37
2025-09-13,TAMIL NADU,KARUR,126,225
2025-09-13,TAMIL NADU,KRISHNAGIRI,261,138
2025-09-13,TAMIL NADU,MADURAI,548,331
2025-09-13,TAMIL NADU,MAYILADUTHURAI,30,5
2025-09-13,TAMIL NADU,NAGAPATTINAM,135,143
2025-09-13,TAMIL NADU,NAMAKKAL,179,274
2025-09-13,TAMIL NADU,PERAMBALUR,66,170
2025-09-13,TAMIL NADU,PUDUKKOTTAI,279,193
2025-09-13,TAMIL NADU,RAMANATHAPURAM,150,155
2025-09-13,TAMIL NADU,RANIPET,5,8
2025-09-13,TAMIL NADU,SALEM,404,504
2025-09-13,TAMIL NADU,SIVAGANGA,190,192
2025-09-13,TAMIL NADU,TENKASI,36,10
2025-09-13,TAMIL NADU,THANJAVUR,360,223
2025-09-13,TAMIL NADU,THE NILGIRIS,84,72
2025-09-13,TAMIL NADU,THENI,211,132
2025-09-13,TAMIL NADU,THIRUVALLUR,2,20
2025-09-13,TAMIL NADU,THIRUVARUR,117,100
2025-09-13,TAMIL NADU,THOOTHUKKUDI,218,159
2025-09-13,TAMIL NADU,TIRUCHIRAPPALLI,307,345
2025-09-13,TAMIL NADU,TIRUNELVELI,444,480
2025-09-13,TAMIL NADU,TIRUPATHUR,1,0
2025-09-13,TAMIL NADU,TIRUPATTUR,20,8
2025-09-13,TAMIL NADU,TIRUPPUR,323,256
2025-09-13,TAMIL NADU,TIRUVALLUR,571,339
2025-09-13,TAMIL NADU,TIRUVANNAMALAI,226,135
2025-09-13,TAMIL NADU,VELLORE,341,284
2025-09-13,TAMIL NADU,VILLUPURAM,248,77
2025-09-13,TAMIL NADU,VILUPPURAM,54,149
2025-09-13,TAMIL NADU,VIRUDHUNAGAR,176,174
2025-09-13,TELANGANA,ADILABAD,217,123
2025-09-13,TELANGANA,BHADRADRI KOTHAGUDEM,55,25
2025-09-13,TELANGANA,HANUMAKONDA,9,66
2025-09-13,TELANGANA,HYDERABAD,980,371
2025-09-13,TELANGANA,JAGITIAL,34,15
2025-09-13,TELANGANA,JANGAON,0,2
2025-09-13,TELANGANA,JANGOAN,37,17
2025-09-13,TELANGANA,JAYASHANKAR BHUPALPALLY,10,9
2025-09-13,TELANGANA,JOGULAMBA GADWAL,16,4
2025-09-13,TELANGANA,K.V. RANGAREDDY,802,556
2025-09-13,TELANGANA,KAMAREDDY,32,30
2025-09-13,TELANGANA,KARIMNAGAR,253,206
2025-09-13,TELANGANA,KHAMMAM,235,40
2025-09-13,TELANGANA,KOMARAM BHEEM,19,17
2025-09-13,TELANGANA,MAHABUBABAD,38,15
2025-09-13,TELANGANA,MAHABUBNAGAR,359,266
2025-09-13,TELANGANA,MANCHERIAL,46,17
2025-09-13,TELANGANA,MEDAK,201,185
2025-09-13,TELANGANA,MEDCHAL-MALKAJGIRI,109,93
2025-09-13,TELANGANA,MEDCHAL?MALKAJGIRI,2,0
2025-09-13,TELANGANA,MEDCHAL−MALKAJGIRI,72,15
2025-09-13,TELANGANA,MULUGU,6,4
2025-09-13,TELANGANA,NAGARKURNOOL,35,23
2025-09-13,TELANGANA,NALGONDA,327,132
2025-09-13,TELANGANA,NARAYANPET,23,16
2025-09-13,TELANGANA,NIRMAL,44,19
2025-09-13,TELANGANA,NIZAMABAD,191,86
2025-09-13,TELANGANA,PEDDAPALLI,6,7
2025-09-13,TELANGANA,RAJANNA SIRCILLA,25,21
2025-09-13,TELANGANA,RANGAREDDY,6,11
2025-09-13,TELANGANA,SANGAREDDY,76,26
2025-09-13,TELANGANA,SIDDIPET,31,23
2025-09-13,TELANGANA,SURYAPET,54,38
2025-09-13,TELANGANA,VIKARABAD,41,27
2025-09-13,TELANGANA,WANAPARTHY,17,13
2025-09-13,TELANGANA,WARANGAL,217,120
2025-09-13,TELANGANA,WARANGAL RURAL,24,11
2025-09-13,TELANGANA,WARANGAL URBAN,20,20
2025-09-13,TELANGANA,YADADRI.,42,19
2025-09-13,TRIPURA,DHALAI,3,17
2025-09-13,TRIPURA,KHOWAI,1,0
2025-09-13,TRIPURA,NORTH TRIPURA,5,19
2025-09-13,TRIPURA,SEPAHIJALA,0,2
2025-09-13,TRIPURA,SOUTH TRIPURA,1,6
2025-09-13,TRIPURA,UNAKOTI,3,1
2025-09-13,TRIPURA,WEST TRIPURA,17,40
2025-09-13,UTTAR PRADESH,AGRA,885,319
2025-09-13,UTTAR PRADESH,ALIGARH,827,205
2025-09-13,UTTAR PRADESH,ALLAHABAD,998,289
2025-09-13,UTTAR PRADESH,AMBEDKAR NAGAR,392,129
2025-09-13,UTTAR PRADESH,AMETHI,317,127
2025-09-13,UTTAR PRADESH,AMROHA,378,76
2025-09-13,UTTAR PRADESH,AURAIYA,159,63
2025-09-13,UTTAR PRADESH,AYODHYA,15,11
2025-09-13,UTTAR PRADESH,AZAMGARH,652,317
2025-09-13,UTTAR PRADESH,BAGHPAT,197,68
2025-09-13,UTTAR PRADESH,BAHRAICH,1271,238
2025-09-13,UTTAR PRADESH,BALLIA,710,241
2025-09-13,UTTAR PRADESH,BALRAMPUR,530,153
2025-09-13,UTTAR PRADESH,BANDA,478,116
2025-09-13,UTTAR PRADESH,BARA BANKI,637,133
2025-09-13,UTTAR PRADESH,BARABANKI,3,8
2025-09-13,UTTAR PRADESH,BAREILLY,973,186
2025-09-13,UTTAR PRADESH,BASTI,587,182
2025-09-13,UTTAR PRADESH,BHADOHI,14,5
2025-09-13,UTTAR PRADESH,BIJNOR,843,238
2025-09-13,UTTAR PRADESH,BUDAUN,581,111
2025-09-13,UTTAR PRADESH,BULANDSHAHAR,2,1
2025-09-13,UTTAR PRADESH,BULANDSHAHR,752,153
2025-09-13,UTTAR PRADESH,CHANDAULI,237,85
2025-09-13,UTTAR PRADESH,CHITRAKOOT,219,65
2025-09-13,UTTAR PRADESH,DEORIA,656,323
2025-09-13,UTTAR PRADESH,ETAH,411,110
2025-09-13,UTTAR PRADESH,ETAWAH,389,131
2025-09-13,UTTAR PRADESH,FAIZABAD,340,84
2025-09-13,UTTAR PRADESH,FARRUKHABAD,265,48
2025-09-13,UTTAR PRADESH,FATEHPUR,495,144
2025-09-13,UTTAR PRADESH,FIROZABAD,369,104
2025-09-13,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,234,169
2025-09-13,UTTAR PRADESH,GHAZIABAD,525,351
2025-09-13,UTTAR PRADESH,GHAZIPUR,496,137
2025-09-13,UTTAR PRADESH,GONDA,770,237
2025-09-13,UTTAR PRADESH,GORAKHPUR,502,474
2025-09-13,UTTAR PRADESH,HAMIRPUR,353,79
2025-09-13,UTTAR PRADESH,HAPUR,113,43
2025-09-13,UTTAR PRADESH,HARDOI,808,150
2025-09-13,UTTAR PRADESH,HATHRAS,171,52
2025-09-13,UTTAR PRADESH,JALAUN,275,90
2025-09-13,UTTAR PRADESH,JAUNPUR,714,232
2025-09-13,UTTAR PRADESH,JHANSI,699,196
2025-09-13,UTTAR PRADESH,KANNAUJ,250,55
2025-09-13,UTTAR PRADESH,KANPUR DEHAT,234,77
2025-09-13,UTTAR PRADESH,KANPUR NAGAR,758,401
2025-09-13,UTTAR PRADESH,KASGANJ,263,70
2025-09-13,UTTAR PRADESH,KAUSHAMBI,455,112
2025-09-13,UTTAR PRADESH,KHERI,901,162
2025-09-13,UTTAR PRADESH,KUSHINAGAR,461,272
2025-09-13,UTTAR PRADESH,LALITPUR,377,149
2025-09-13,UTTAR PRADESH,LUCKNOW,743,361
2025-09-13,UTTAR PRADESH,MAHARAJGANJ,387,137
2025-09-13,UTTAR PRADESH,MAHOBA,170,70
2025-09-13,UTTAR PRADESH,MAINPURI,294,78
2025-09-13,UTTAR PRADESH,MATHURA,369,137
2025-09-13,UTTAR PRADESH,MAU,361,183
2025-09-13,UTTAR PRADESH,MEERUT,457,222
2025-09-13,UTTAR PRADESH,MIRZAPUR,268,78
2025-09-13,UTTAR PRADESH,MORADABAD,490,185
2025-09-13,UTTAR PRADESH,MUZAFFARNAGAR,765,137
2025-09-13,UTTAR PRADESH,PILIBHIT,935,130
2025-09-13,UTTAR PRADESH,PRATAPGARH,572,197
2025-09-13,UTTAR PRADESH,PRAYAGRAJ,59,26
2025-09-13,UTTAR PRADESH,RAE BARELI,611,182
2025-09-13,UTTAR PRADESH,RAMPUR,573,150
2025-09-13,UTTAR PRADESH,SAHARANPUR,416,207
2025-09-13,UTTAR PRADESH,SAMBHAL,541,102
2025-09-13,UTTAR PRADESH,SANT KABIR NAGAR,489,140
2025-09-13,UTTAR PRADESH,SANT RAVIDAS NAGAR,229,57
2025-09-13,UTTAR PRADESH,SANT RAVIDAS NAGAR BHADOHI,1,0
2025-09-13,UTTAR PRADESH,SHAHJAHANPUR,484,92
2025-09-13,UTTAR PRADESH,SHAMLI,289,97
2025-09-13,UTTAR PRADESH,SHRAWASTI,243,88
2025-09-13,UTTAR PRADESH,SIDDHARTHNAGAR,319,134
2025-09-13,UTTAR PRADESH,SITAPUR,842,152
2025-09-13,UTTAR PRADESH,SONBHADRA,308,84
2025-09-13,UTTAR PRADESH,SULTANPUR,380,132
2025-09-13,UTTAR PRADESH,UNNAO,443,172
2025-09-13,UTTAR PRADESH,VARANASI,491,245
2025-09-13,UTTARAKHAND,ALMORA,48,44
2025-09-13,UTTARAKHAND,BAGESHWAR,29,37
2025-09-13,UTTARAKHAND,CHAMOLI,104,63
2025-09-13,UTTARAKHAND,CHAMPAWAT,17,21
2025-09-13,UTTARAKHAND,DEHRADUN,549,340
2025-09-13,UTTARAKHAND,GARHWAL,0,3
2025-09-13,UTTARAKHAND,HARDWAR,0,1
2025-09-13,UTTARAKHAND,HARIDWAR,215,103
2025-09-13,UTTARAKHAND,NAINITAL,139,96
2025-09-13,UTTARAKHAND,PAURI GARHWAL,107,69
2025-09-13,UTTARAKHAND,PITHORAGARH,42,36
2025-09-13,UTTARAKHAND,RUDRAPRAYAG,38,35
2025-09-13,UTTARAKHAND,TEHRI GARHWAL,79,80
2025-09-13,UTTARAKHAND,UDHAM SINGH NAGAR,145,111
2025-09-13,UTTARAKHAND,UTTARKASHI,17,22
2025-09-13,UTTARANCHAL,ALMORA,0,1
2025-09-13,WEST BENGAL,ALIPURDUAR,6,3
2025-09-13,WEST BENGAL,BANKURA,314,299
2025-09-13,WEST BENGAL,BARDDHAMAN,241,286
2025-09-13,WEST BENGAL,BARDHAMAN,10,25
2025-09-13,WEST BENGAL,BIRBHUM,104,144
2025-09-13,WEST BENGAL,COOCH BEHAR,99,75
2025-09-13,WEST BENGAL,DAKSHIN DINAJPUR,71,74
2025-09-13,WEST BENGAL,DARJEELING,67,69
2025-09-13,WEST BENGAL,DARJILING,5,9
2025-09-13,WEST BENGAL,EAST MIDNAPORE,37,66
2025-09-13,WEST BENGAL,HAORA,25,88
2025-09-13,WEST BENGAL,HOOGHLY,202,216
2025-09-13,WEST BENGAL,HOWRAH,131,159
2025-09-13,WEST BENGAL,HUGLI,1,3
2025-09-13,WEST BENGAL,JALPAIGURI,81,128
2025-09-13,WEST BENGAL,JHARGRAM,8,13
